	reviewText	overall
304	I needed a high speed router and purchased this one to replace an older Cisco Linksys router I also use it as a hardware based firewall Im very impressed with	5.0
305	I bought this item a week ago to share the printer on two machines There is no problem in setting up this network server I have an old hp office	5.0
306	If you are going to record your phone calls and get caller id I recommend this modem I would also recommend Phonetray free and and a commercial software TRx Phone	5.0
307	Installed in new Win 7 machine where I needed a USB 20 internal port Installed in an open PCI slot Win 7 recognized immediately Cant beat the price	5.0
308	As an IT for a large corporation I spend a lot of time testing out different vendors products This 19dbi panel antenna is by far the most powerful wifi antenna	5.0
309	I bought this router knowing that it was an old model I needed an access point to set up a wireless home network for my nephews on my moms home	5.0
310	USB hubs are mostly all the same and serve the same function This stands out because of its clever and cute design It folds together nicely for traveling and the	5.0
311	Great product Advanced knowledge needed to take full advantage of all the features Wish list More memory more configuration ability with the setup wizard for less advanced operators gigabit ethernet	5.0
312	The router was in excellent shape and the vendor communicated well Shipping was slow but that was noted in the listing Works great	5.0
313	So far this product has performed flawlessly Very sorry I had not used US Robotics from the start Previously I had used the Linksys Cisco switches and routers and have	5.0
314	I received my adapter before the wireless router also EnGenius and setup an ad hoc connection Windows 7 found the adapter right after I connected it to a usb port	5.0
315	Great 8 port switch Ive owned it for over a year and it remains just warm to the touch I have several ports at a gig and several at 100FDX	5.0
316	this item is wonderful it enabled me to install things permanently instead of having to disconnect and reconnect i couldnt be happier and it has the power to run things	5.0
317	This item came with WIDCOMM software After the installation it worked very well I ordered several more but it was no longer available	5.0
318	These are great little switches I use them in the school district where I work and love them No problems with them and I have been using them for over	5.0
319	All I can say is wowhad some trouble setting it up at first but with the Tech support and a little Microsoft fixwalathis thing is amazing for the price	5.0
320	Im very pleased with the size and quality of the product Its tiny with just enough of the unit exposed so that it can be easily grasped and removed It	5.0
